ID#,SERIES,NAME,YEAR,MON,DAY,SITE,LAT,LONG,HOB,TYPE,PUR,YIELD,VENT,DEVIC
267,1966,259 ,1966,OCT,29,STS-D,49.78472,77.99944,,UG-T,WR,,,
268,1966,260 ,1966,NOV,19,STS-D,49.82972,78.0575,,UG-T,WR,,,
269,1966,261 ,1966,DEC,3,STS-D,49.74028,78.03083,,UG-T,WR,4.6,,
270,1966,261 ,1966,DEC,3,STS-D,49.74028,78.03083,,UG-T,PR,,,
271,1966,262 ,1966,DEC,18,STS-SU,49.92458,77.74722,,UG-S,PR,100,V,
272,1967,263 ,1967,JAN,30,STS-D,49.77306,77.99,,UG-T,WR,4.6,,
273,1967,263 ,1967,JAN,30,STS-D,49.77306,77.99,,UG-T,WR,,,
274,1967,264 ,1967,FEB,26,STS-D,49.73944,78.08639,,UG-T,FS,130,,
275,1967,265 ,1967,MAR,25,STS-D,49.75333,78.05361,,UG-T,WR,18,,
276,1967,265 ,1967,MAR,25,STS-D,49.75333,78.05361,,UG-T,WE,,,
277,1967,266 ,1967,APR,20,STS-D,49.73611,78.10722,,UG-T,PR,37,,
278,1967,267 ,1967,MAY,28,STS-D,49.75167,78.00833,,UG-T,PR,28,V,
279,1967,267 ,1967,MAY,28,STS-D,49.75167,78.00833,,UG-T,PR,,V,
280,1967,268 ,1967,JUN,29,STS-D,49.82222,78.04333,,UG-T,WR,20,,
281,1967,269 ,1967,JUL,15,STS-D,49.84417,78.11556,,UG-T,PR,23,,
282,1967,270 ,1967,AUG,4,STS-D,49.75444,78.05028,,UG-T,WR,19,,
283,1967,270 ,1967,AUG,4,STS-D,49.75444,78.05028,,UG-T,WR,,,
284,1967,271 ,1967,SEP,2,STS-D,49.74194,78.02556,,UG-T,WR,0.7,,
285,1967,272 ,1967,SEP,16,STS-SU,49.93719,77.72811,,UG-S,WR,16,,
286,1967,273 ,1967,SEP,22,STS-SU,49.95964,77.69106,,UG-S,WR,10,,
287,1967,274 Tavda,1967,OCT,6,-RU-T,57.7,65.2,-170,UG-S,I-CV,0.3,,
288,1967,275 ,1967,OCT,17,STS-D,49.78444,77.99778,,UG-T,PR,45,,
289,1967,275 ,1967,OCT,17,STS-D,49.78444,77.99778,,UG-T,PR,,,
290,1967,276 ,1967,OCT,21,NZ-NS,73.39,54.81,-600,UG-T,WR,*     260,10,
291,1967,276 ,1967,OCT,21,NZ-NS,73.4,54.8,-500,UG-T,WR,,,
292,1967,277 ,1967,OCT,30,STS-D,49.79722,77.99944,,UG-T,WR,25,,
293,1967,278 ,1967,NOV,22,STS-SU,49.94194,77.68683,,UG-S,WR,1.6,,
294,1967,279 ,1967,DEC,8,STS-D,49.81833,78.17083,,UG-T,WR,19,,
295,1968,280 ,1968,JAN,7,STS-D,49.75389,78.04694,,UG-T,PR,7.5,V,
296,1968,281 ,1968,APR,24,STS-D,49.84167,78.10722,,UG-T,WR,6.2,,
297,1968,282 Pamuk,1968,MAY,21,-UZ,38.918,65.032,-2440,UG-S,I-FE,47,,
298,1968,283 ,1968,MAY,23,STS-D,49.83333,78.09278,,UG-T,WR,0.001,,
299,1968,284 ,1968,JUN,11,STS-D,49.79861,78.15,,UG-T,WR,15,,
300,1968,285 ,1968,JUN,19,STS-B,49.98025,78.9855,,UG-S,FS,18,,
301,1968,286 Galit,1968,JUL,1,-KZ-BA,47.909,47.912,-590,UG-S,I-CV,27,,
302,1968,287 ,1968,JUL,12,STS-D,49.75556,78.09917,-172,UG-T,WR,24,,
303,1968,287 ,1968,JUL,12,STS-D,49.75556,78.09917,,UG-T,WR,,,
304,1968,288 ,1968,AUG,20,STS-D,49.82056,78.08111,,UG-T,WR,4.6,,
305,1968,288 ,1968,AUG,20,STS-D,49.82056,78.08111,,UG-T,SE,0.001,,
306,1968,289 ,1968,SEP,5,STS-D,49.73806,78.08083,,UG-T,WE,32,,
307,1968,290 Argon,1968,SEP,29,STS-D,49.80417,78.10556,,UG-T,WE,60,,
308,1968,291 Telkem-1,1968,OCT,21,STS-T,49.72786,78.48628,-31.4,UG-S,I-EM,0.24,,
309,1968,292 ,1968,OCT,29,STS-D,49.83333,78.09278,,UG-T,WR,,,
310,1968,293 ,1968,NOV,7,NZ-NS,73.387,54.858,-1000,UG-T,WR,*   0.001,10 kCi               ,
